,label
protein-30872,0
protein-54374,1
protein-26551,0
protein-6198,1
protein-16228,0
protein-21570,1
protein-26392,1
protein-4052,1
protein-33418,0
protein-4161,0
protein-62474,1
protein-8766,1
protein-56779,1
protein-30408,0
protein-6791,1
protein-2634,1
protein-55833,0
protein-9138,1
protein-61278,1
protein-47331,0
protein-20563,0
protein-56901,1
protein-25165,1
protein-5225,0
protein-551,0
protein-27403,1
protein-25435,1
protein-44986,1
protein-55877,0
protein-39298,1
protein-50081,0
protein-29599,1
protein-59682,1
protein-40342,0
protein-52125,0
protein-37716,0
protein-12590,1
protein-36448,0
protein-24890,1
protein-4950,0
protein-39013,1
protein-64293,1
protein-30475,0
protein-36329,0
protein-51489,1
protein-21786,0
protein-29977,1
protein-58612,0
protein-53797,0
protein-62633,1
protein-14160,1
protein-59219,1
protein-51676,0
protein-9792,0
protein-6238,0
protein-34600,1
protein-29350,1
protein-24927,0
protein-19909,0
protein-44678,1
protein-41083,0
protein-50246,1
protein-7572,1
protein-4225,0
protein-28284,1
protein-49162,0
protein-40625,0
protein-53279,1
protein-10344,1
protein-54027,0
protein-53753,1
protein-48810,0
protein-43258,0
protein-22377,1
protein-4772,0
protein-39154,1
protein-6356,0
protein-6522,1
protein-37916,0
protein-52322,0
protein-14564,0
protein-57379,1
protein-37963,0
protein-28034,1
protein-46576,1
protein-30521,0
protein-14724,0
protein-64070,0
protein-24610,1
protein-18669,0
protein-39548,1
protein-41898,1
protein-64350,0
protein-39046,1
protein-14401,0
protein-36064,0
protein-12904,1
protein-57365,1
protein-24459,0
protein-23874,1
protein-839,1
protein-42546,1
protein-50447,0
protein-55120,0
protein-10253,0
protein-55260,1
protein-57357,1
protein-15952,1
protein-26924,1
protein-53959,0
protein-18404,1
protein-3288,0
protein-8662,1
protein-59734,1
protein-50434,0
protein-38317,1
protein-4160,0
protein-1241,0
protein-14204,1
protein-32498,1
protein-58443,0
protein-22765,1
protein-40693,0
protein-62353,0
protein-33176,0
protein-12713,1
protein-43066,0
protein-51695,0
protein-44939,1
protein-50320,1
protein-5571,0
protein-6544,1
protein-30810,1
protein-14890,0
protein-58384,0
protein-22899,1
protein-57037,1
protein-36950,0
protein-38146,1
protein-26349,1
protein-3678,0
protein-51330,1
protein-25204,0
protein-13096,1
protein-25285,0
protein-12314,1
protein-60322,1
protein-49207,0
protein-32510,1
protein-56058,0
protein-51080,1
protein-20118,0
protein-9960,0
protein-9596,0
protein-36793,0
protein-37760,0
protein-36386,0
protein-37581,0
protein-18672,0
protein-4958,0
protein-59419,0
protein-59852,0
protein-46077,1
protein-54589,1
protein-9563,0
protein-23731,0
protein-31305,1
protein-59055,1
protein-38262,1
protein-34192,0
protein-45931,1
protein-51701,0
protein-22658,1
protein-4030,0
protein-46460,1
protein-18307,1
protein-22537,1
protein-20727,1
protein-54359,1
protein-23806,1
protein-15081,1
protein-59071,1
protein-28979,1
protein-23838,1
protein-31631,1
protein-36522,1
protein-22230,0
protein-32615,1
protein-54896,0
protein-28837,1
protein-12026,1
protein-33992,0
protein-20536,0
protein-57667,0
protein-59461,0
protein-26630,1
protein-29960,1
protein-14016,0
protein-49265,0
protein-8580,1
protein-19686,0
protein-2150,0
protein-3615,0
protein-43471,0
protein-31040,1
protein-11760,1
protein-1527,0
protein-2375,1
protein-11445,0
protein-41111,0
protein-29707,1
protein-45167,1
protein-55067,0
protein-62243,1
protein-5421,0
protein-25608,1
protein-10038,0
protein-14590,0
protein-4765,0
protein-29170,0
protein-64523,0
protein-29840,1
protein-10008,0
protein-57514,1
protein-10803,0
protein-58467,0
protein-227,0
protein-2475,0
protein-46992,0
protein-21241,1
protein-5129,0
protein-4771,0
protein-34974,1
protein-54914,0
protein-50702,0
protein-40086,1
protein-7902,1
protein-61298,1
protein-49140,0
protein-45964,1
protein-32565,1
protein-50007,0
protein-11366,1
protein-33554,0
protein-37207,1
protein-20179,0
protein-36429,0
protein-59792,1
protein-49941,0
protein-44494,1
protein-16809,1
protein-60866,0
protein-44638,1
protein-57457,1
protein-37121,1
protein-31278,1
protein-3227,0
protein-51809,1
protein-23159,1
protein-22324,1
protein-13582,1
protein-14463,0
protein-40002,1
protein-41587,1
protein-39269,1
protein-9133,1
protein-57777,0
protein-16663,1
protein-6552,1
protein-63182,0
protein-26611,1
protein-48502,0
protein-48470,0
protein-59908,1
protein-37453,0
protein-60257,0
protein-27515,1
protein-57409,1
protein-2346,1
protein-7657,1
protein-37543,0
protein-27299,1
protein-12996,1
protein-6287,0
protein-52866,0
protein-45494,1
protein-33091,0
protein-11884,1
protein-39451,1
protein-44392,1
protein-39559,1
protein-43974,1
protein-38433,1
protein-30151,0
protein-61211,0
protein-62001,0
protein-39076,1
protein-32559,1
protein-32856,0
protein-56326,1
protein-46690,1
protein-42879,0
protein-20193,0
protein-2276,0
protein-3283,0
protein-27971,1
protein-24694,0
protein-39729,0
protein-31928,0
protein-30549,0
protein-41513,0
protein-52504,1
protein-42447,1
protein-751,0
protein-27594,1
protein-43589,0
protein-35649,1
protein-16786,0
protein-26382,1
protein-53658,1
protein-36341,0
protein-312,0
protein-44926,1
protein-12495,1
protein-28861,1
protein-11732,1
protein-4221,0
protein-4666,1
protein-46942,0
protein-44709,1
protein-30675,0
protein-18081,0
protein-25245,0
protein-6866,1
protein-50463,0
protein-47973,0
protein-19399,0
protein-12125,1
protein-61048,1
protein-5054,0
protein-19636,0
protein-36032,0
protein-14418,0
protein-10429,1
protein-7600,1
protein-56062,0
protein-53008,0
protein-46084,1
protein-36570,1
protein-36875,0
protein-57191,1
protein-62320,0
protein-22614,1
protein-57538,1
protein-6402,0
protein-18874,0
protein-37525,0
protein-4594,1
protein-47797,0
protein-55154,1
protein-27985,1
protein-5757,0
protein-63349,0
protein-12407,1
protein-20997,1
protein-26964,1
protein-17372,0
protein-3351,0
protein-25459,1
protein-25486,1
protein-44931,1
protein-439,0
protein-12705,1
protein-26360,1
protein-5469,0
protein-6741,1
protein-26542,0
protein-14811,0
protein-26240,1
protein-13596,1
protein-5685,0
protein-54941,0
protein-54850,1
protein-42665,0
protein-50209,1
protein-61696,1
protein-15395,1
protein-9995,0
protein-41468,0
protein-42194,1
protein-33816,0
protein-42827,0
protein-28128,1
protein-44823,1
protein-6650,1
protein-14783,0
protein-60585,0
protein-54302,1
protein-46453,1
protein-19710,0
protein-52975,0
protein-13361,1
protein-37774,0
protein-51115,1
protein-51803,1
protein-11249,0
protein-30005,1
protein-32411,1
protein-53132,0
protein-23614,0
protein-54832,1
protein-34035,0
protein-36938,0
protein-50240,1
protein-21915,0
protein-10710,1
protein-62099,1
protein-39026,1
protein-48856,0
protein-8575,1
protein-37003,1
protein-26739,1
protein-51014,1
protein-31376,1
protein-22194,0
protein-15790,1
protein-34155,0
protein-2294,1
protein-34014,0
protein-2804,0
protein-46346,1
protein-37418,1
protein-43048,0
protein-14481,0
protein-6223,0
protein-13183,1
protein-10426,1
protein-44181,0
protein-34033,0
protein-26034,1
protein-34671,1
protein-50597,0
protein-8102,1
protein-2755,0
protein-14741,0
protein-2618,1
protein-61089,0
protein-47310,0
protein-47791,0
protein-15414,0
protein-37917,0
protein-1764,0
protein-18045,0
protein-56076,0
protein-44930,1
protein-1657,1
protein-8203,1
protein-2278,0
protein-33878,0
protein-40030,1
protein-16399,0
protein-23677,0
protein-7748,1
protein-28246,1
protein-45172,1
protein-61432,1
protein-39172,1
protein-17281,0
protein-63404,0
protein-19312,0
protein-25750,1
protein-43063,0
protein-6147,1
protein-36912,0
protein-61258,0
protein-46510,1
protein-3064,1
protein-36911,0
protein-42931,0
protein-32513,1
protein-52221,0
protein-50529,0
protein-18996,0
protein-59865,0
protein-22918,1
protein-50543,0
protein-53166,0
protein-31465,1
protein-41359,0
protein-47544,0
protein-14066,0
protein-14807,0
protein-21064,1
protein-44535,1
protein-58023,0
protein-11612,1
protein-49640,0
protein-20263,1
protein-181,0
protein-46909,0
protein-63483,0
protein-58012,0
protein-10036,0
protein-10424,1
protein-52596,1
protein-59974,0
protein-8091,1
protein-23311,0
protein-45413,1
protein-64174,0
protein-55563,1
protein-30552,0
protein-14,0
protein-20636,1
protein-60737,1
protein-38326,1
protein-40897,0
protein-8495,1
protein-59205,1
protein-53638,1
protein-21899,0
protein-14875,0
protein-47875,0
protein-13311,1
protein-23433,0
protein-60658,0
protein-30830,0
protein-32052,0
protein-24711,0
protein-38172,1
protein-4497,0
protein-44588,1
protein-5461,0
protein-54881,1
protein-41109,0
protein-48458,0
protein-21333,1
protein-15947,1
protein-2138,0
protein-60668,0
protein-33389,0
protein-34806,1
protein-54350,1
protein-14046,0
protein-54076,1
protein-17767,0
protein-30180,0
protein-49916,0
protein-51486,1
protein-44172,0
protein-10330,1
protein-60127,0
protein-40440,0
protein-47479,0
protein-3684,0
protein-23469,0
protein-44148,0
protein-29659,1
protein-38270,1
protein-35647,1
protein-51241,0
protein-40517,0
protein-57831,0
protein-9277,0
protein-58416,0
protein-47325,0
protein-43187,0
protein-9728,0
protein-60917,1
protein-13042,1
protein-45122,1
protein-14454,0
protein-54011,0
protein-7370,0
protein-14372,0
protein-39626,1
protein-22282,1
protein-5642,0
protein-45706,1
protein-12297,1
protein-58135,1
protein-56108,0
protein-27615,1
protein-56369,1
protein-64250,1
protein-59910,1
protein-60272,1
protein-44601,1
protein-62538,1
protein-53022,0
protein-24628,1
protein-42302,0
protein-11226,0
protein-51800,1
protein-3443,0
protein-632,1
protein-2053,0
protein-11841,1
protein-23160,1
protein-19080,0
protein-48174,0
protein-37955,0
protein-20967,1
protein-52087,1
protein-50321,1
protein-61773,1
protein-601,1
protein-16827,1
protein-19784,0
protein-48017,0
protein-28868,1
protein-40128,1
protein-14195,1
protein-59275,1
protein-7946,1
protein-50030,0
protein-18338,1
protein-48916,0
protein-45025,1
protein-54348,1
protein-46743,1
protein-20604,1
protein-51244,0
protein-920,0
protein-33238,0
protein-7556,1
protein-31839,1
protein-9427,0
protein-22315,1
protein-33879,0
protein-32387,1
protein-41249,1
protein-17310,0
protein-1802,0
protein-11402,1
protein-46872,0
protein-55241,1
protein-29171,0
protein-40108,1
protein-12774,1
protein-46388,1
protein-46134,1
protein-59604,1
protein-11844,1
protein-8958,1
protein-7222,1
protein-56629,0
protein-13463,1
protein-3319,0
protein-62842,1
protein-158,0
protein-59821,1
protein-42898,0
protein-31222,1
protein-44449,1
protein-62738,1
protein-55641,1
protein-597,1
protein-27562,1
protein-55223,1
protein-8340,1
protein-26398,1
protein-61984,0
protein-5435,0
protein-9424,0
protein-38764,1
protein-35440,0
protein-37879,0
protein-50690,0
protein-1479,0
protein-38948,1
protein-40910,0
protein-58987,1
protein-32042,0
protein-53325,1
protein-50671,0
protein-7708,1
protein-7696,1
protein-309,0
protein-27534,1
protein-42505,1
protein-53883,0
protein-58469,0
protein-40974,0
protein-28276,1
protein-54612,1
protein-27206,1
protein-39664,0
protein-11847,1
protein-20298,1
protein-48915,0
protein-25604,1
protein-38273,1
protein-54005,0
protein-34447,1
protein-5083,0
protein-42118,1
protein-44348,1
protein-20208,1
protein-9566,0
protein-61522,1
protein-14855,0
protein-14978,1
protein-33856,0
protein-39645,1
protein-44406,1
protein-12844,1
protein-62720,1
protein-43481,0
protein-63968,0
protein-40142,1
protein-13722,1
protein-62063,1
protein-38973,1
protein-38992,1
protein-15549,1
protein-1340,0
protein-41745,1
protein-18152,0
protein-60351,1
protein-10607,1
protein-63717,0
protein-47370,0
protein-51473,1
protein-35957,0
protein-52739,0
protein-46971,0
protein-11059,0
protein-5402,0
protein-27613,1
protein-97,0
protein-24568,1
protein-38087,1
protein-41542,1
protein-46340,1
protein-4914,0
protein-5629,0
protein-42641,0
protein-43843,0
protein-35177,0
protein-20839,0
protein-62528,1
protein-59217,1
protein-61244,0
protein-44034,0
protein-47423,0
protein-29038,1
protein-56417,1
protein-51653,0
protein-33385,0
protein-52876,0
protein-15940,1
protein-59829,1
protein-2255,0
protein-41368,0
protein-29065,1
protein-40705,1
protein-14766,0
protein-62419,1
protein-55943,1
protein-3114,1
protein-119,0
protein-23721,0
protein-14506,0
protein-37937,0
protein-23330,0
protein-47424,0
protein-35531,0
protein-26274,1
protein-16919,1
protein-32165,0
protein-39881,0
protein-42143,1
protein-36280,0
protein-13123,1
protein-4236,0
protein-3836,0
protein-102,0
protein-50740,1
protein-30802,1
protein-61430,1
protein-28560,1
protein-57285,1
protein-28488,1
protein-55948,1
protein-32866,0
protein-38215,1
protein-16832,1
protein-16125,1
protein-20676,1
protein-13089,1
protein-34335,1
protein-16942,1
protein-21056,1
protein-8247,1
protein-17249,0
protein-12574,1
protein-63009,1
protein-34050,0
protein-10399,1
protein-33004,0
protein-19766,0
protein-22873,1
protein-42946,0
protein-56037,0
protein-55442,0
protein-31938,0
protein-26896,1
protein-6831,1
protein-16028,1
protein-29719,1
protein-4738,0
protein-24440,1
protein-15517,1
protein-7050,1
protein-11081,0
protein-29854,1
protein-26968,1
protein-42222,1
protein-11623,1
protein-57925,0
protein-61963,0
protein-10278,0
protein-38316,1
protein-58441,0
protein-12201,1
protein-63784,0
protein-33813,0
protein-14146,1
protein-34518,1
protein-54564,1
protein-1969,0
protein-41180,1
protein-52230,0
protein-14644,0
protein-13390,1
protein-7351,0
protein-30410,0
protein-547,0
protein-48729,1
protein-4366,0
protein-11188,0
protein-42006,1
protein-55801,0
protein-36918,0
protein-55102,0
protein-6043,1
protein-51688,0
protein-34535,1
protein-3923,0
protein-59888,0
protein-44887,1
protein-40778,0
protein-40559,0
protein-21222,1
protein-38474,1
protein-46342,1
protein-59527,1
protein-4150,0
protein-46594,1
protein-42560,0
protein-16471,0
protein-48393,0
protein-61770,1
protein-5274,0
protein-9634,0
protein-60942,1
protein-15806,1
protein-6376,0
protein-35446,0
protein-31419,1
protein-28024,1
protein-54530,1
protein-31212,1
protein-32661,1
protein-51958,1
protein-45175,1
protein-25221,0
protein-27262,1
protein-2820,0
protein-58731,1
protein-41375,0
protein-44604,1
protein-42831,0
protein-34654,1
protein-49599,0
protein-2716,0
protein-11310,0
protein-45889,1
protein-6682,1
protein-47430,0
protein-25419,1
protein-60447,1
protein-22923,1
protein-7099,1
protein-20185,0
protein-28346,1
protein-2603,1
protein-15336,1
protein-27603,1
protein-52801,1
protein-53607,1
protein-54252,0
protein-29636,1
protein-9088,1
protein-3623,0
protein-54505,1
protein-25043,1
protein-30070,0
protein-24168,0
protein-37690,0
protein-61012,1
protein-15179,1
protein-1384,1
protein-44592,1
protein-57945,0
protein-3201,0
protein-53979,0
protein-51535,0
protein-60367,1
protein-5015,0
protein-41006,0
protein-56432,1
protein-63955,0
protein-14214,1
protein-59331,0
protein-60902,1
protein-56145,0
protein-42729,1
protein-60871,0
protein-44810,1
protein-33808,0
protein-36038,0
protein-31982,0
protein-52719,0
protein-61578,1
protein-22343,1
protein-41886,1
protein-39794,0
protein-29711,1
protein-27417,1
protein-6119,1
protein-57872,0
protein-36568,1
protein-20261,1
protein-17497,0
protein-18125,0
protein-1304,0
protein-40251,0
protein-33509,0
protein-55445,0
protein-42084,1
protein-19035,0
protein-37655,0
protein-6687,1
protein-63348,0
protein-22731,1
protein-10409,0
protein-33774,0
protein-44552,1
protein-19826,1
protein-51810,1
protein-42371,0
protein-30033,0
protein-6138,1
protein-38795,1
protein-41014,0
protein-48432,0
protein-18518,0
protein-30275,1
protein-14923,0
protein-10334,1
protein-31437,1
protein-5118,0
protein-59842,0
protein-20917,1
protein-17478,0
protein-52101,0
protein-43727,0
protein-21375,1
protein-22531,1
protein-50091,0
protein-48541,1
protein-14502,0
protein-19823,1
protein-584,0
protein-20195,0
protein-40284,0
protein-2259,0
protein-22947,1
protein-28815,1
protein-15841,1
protein-62698,1
protein-57976,0
protein-63751,0
protein-14000,0
protein-26878,1
protein-41791,1
protein-38482,1
protein-13733,1
protein-46548,1
protein-15069,1
protein-34507,1
protein-18437,1
protein-58557,1
protein-36224,0
protein-15957,1
protein-16648,1
protein-59444,0
protein-7061,1
protein-14533,0
protein-39743,0
protein-30643,0
protein-31229,1
protein-38744,1
protein-63552,0
protein-43704,0
protein-11667,1
protein-3178,1
protein-30992,0
protein-46303,1
protein-50609,0
protein-35003,1
protein-21859,0
protein-50352,1
protein-15018,1
protein-18431,1
protein-16027,1
protein-45309,1
protein-14749,0
protein-14795,0
protein-64374,0
protein-27320,1
protein-12020,1
protein-39966,0
protein-35702,0
protein-2282,0
protein-24651,0
protein-21468,1
protein-37051,1
protein-63599,0
protein-37719,0
protein-28599,1
protein-24444,0
protein-27081,1
protein-3887,0
protein-27369,1
protein-495,0
protein-1868,1
protein-13446,1
protein-48029,0
protein-29587,1
protein-32198,0
protein-26722,1
protein-52552,1
protein-58458,0
protein-12525,1
protein-11230,0
protein-1333,0
protein-12241,1
protein-46503,1
protein-38367,1
protein-12462,1
protein-58581,1
protein-45847,1
protein-36287,0
protein-33023,0
protein-53808,0
protein-4440,0
protein-7909,1
protein-57078,1
protein-8269,1
protein-26304,1
protein-38814,1
protein-53995,0
protein-53702,1
protein-2309,1
protein-16198,0
protein-56056,0
protein-10782,0
protein-53543,0
protein-34741,1
protein-29400,1
protein-54134,1
protein-12426,1
protein-518,0
protein-22180,0
protein-59385,0
protein-22867,1
protein-15412,0
protein-11119,0
protein-32000,0
protein-16990,1
